ID,Format,Topic,Difficulty,Question,Answer,Used,Freshness,ID Search,Answer Search,,,,,,,,,,,,,,,,,,,,,,
Q1599,,Sports/Games,0,What Year was the first super bowl played? ,1967,March 3 26,27,Not Found,March 3 26,,,,,,,,,,,,,,,,,,,,,,
Q1600,Open,World,0,"In traditional Irish weddings, brides dressed in what color to symbolize Purity?",Blue,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1601,,Religion/Myth,0,"According to folklore, what’s a leprechaun’s occupation?",Shoemaker,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1602,,Poorly Described Movie,0,What 2026 academy award winning film can be poorly described as: Two brothers start a band and accidentally get involved in supernatural problems.,Sinners,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1603,,Biology/Zoology,0,What is the largest species of shark?,Whale Shark,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1604,,Biology/Zoology,0,What is a baby Kangaroo called?,Joey,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1605,,Biology/Zoology,0,True or False: Camels store water in their humps.,FALSE,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1606,,Biology/Zoology,0,True or False: a Mountain Goat is a true Goat,FALSE,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1607,,Biology/Zoology,0,"How many hearts does an octopus have: 1, 3, or 8?",3,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1608,,Biology/Zoology,0,What animal's teeth were used as knife blades?,Beaver,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1609,,Biology/Zoology,0,What do you call a young rooster?,Cockerel,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1610,,Biology/Zoology,0,"Which animal nearly always gives birth to indentical quadruplets? Anteater, Sloth, or Armadillo?",Armadillo,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1611,,Biology/Zoology,0,How many toes TOTAL does a two-toed sloth have?,10,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1612,,Biology/Zoology,0,What is the term for a young female horse?,Filly,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1613,,Biology/Zoology,0,"True or False, Lions cannot Purr.",TRUE,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1614,,Biology/Zoology,0,"True or False, Wild African Elephants sleep standing up.",TRUE,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1615,,Biology/Zoology,0,What bird is associated with delivering babies?,Stork,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1616,,Biology/Zoology,0,What distinguishes Monotremes from other mammals?,Laying Eggs,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1617,,Biology/Zoology,0,Toys r Us features what kind of animal as its mascot?,Giraffe,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1618,,Biology/Zoology,0,"True or False, Weasels and Ermines are different Animals.",FALSE,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1619,,Biology/Zoology,0,"True or False, every Tiger has a unique stripe pattern. ",TRUE,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1620,,Biology/Zoology,0,"What animal does not appear in George Orwell's Animal Farm: Duck, Donkey, or Goat?",Duck,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1621,,Biology/Zoology,0,"True or False, the Green Sea Turtle is named for the color of its shell.",FALSE,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1622,,Biology/Zoology,0,What is the term for a group of cats?,Chowder,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1623,,Film/TV,,"What is Donald Draper's ""Real Name""?",Dick Whitman,April 14 26,21,Not Found,April 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1624,,Film/TV,,What alias does Walter White use when operating as a drug kingpin?,Heisenberg,April 14 26,21,Not Found,April 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1625,,Film/TV,,"What color is Walter White's ""99% Pure"" Methamphetamine?",Blue,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1626,,Film/TV,,What 1996 film inspired a time-hopping TV Series set in the frigid Northern Midwest?,Fargo,April 14 26,21,Not Found,April 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1627,,Film/TV,,How many Housewives make up the central cast in Desperate Housewives? ,4,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1628,,Film/TV,,Where did Oceanic Flight 815 depart from in L O S T?,Sydney Australia,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1629,,Film/TV,,"True or False, The US Version of Survivor is the OLDEST",FALSE,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1630,,Film/TV,,How many seasons have aired of Survivor US?,50,April 14 26,21,Not Found,April 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1631,,Film/TV,,Who is the host of CBS' Big Brother?,Ms. Julie Chen Moonves,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1632,,Film/TV,,What non-renewable resource does Hank Hill sell in King of the Hill?,Propane (and Propane Accessories),April 14 26,21,Not Found,April 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1633,,Film/TV,,What crime lands Piper in prison in Orange is the New Black?,Drug Trafficking/Money Laundering,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1634,,Film/TV,,"Which is older, Traitors UK or Traitors US?",UK,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1635,,Film/TV,,Name one of the two cities where the Heated Rivalry stars play?,Montreal OR Boston,April 14 26,21,Not Found,April 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1636,,Film/TV,,"What do the letters in SUR, Lisa Vanderpump's Iconic Bar and Lounge, stand for?",Sexy Unique Restaurant,April 14 26,21,Not Found,April 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1637,,Film/TV,,Who is the gruff but beloved captain featured on the first 10 seasons of Below deck?,Captain Lee,April 14 26,21,Not Found,April 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1638,,Film/TV,,How many kids does Kris Jenner have?,"6 (Kourt, Kim, Khlo, Rob, Ken, Ky)",April 14 26,21,Not Found,April 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1639,,Film/TV,,What show earned Julia Louis-Dreyfus an astonishing 6 consecutive Primetime Emmys?,Veep,April 14 26,21,Not Found,April 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1640,,Film/TV,,"The 2017 NBA Finals set a modern viewership record, what team won?",Golden State Warriors,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1641,,Film/TV,,What US State did Sandy Cheeks move to Bikini Bottom from?,Texas,April 14 26,21,Not Found,April 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1642,,Film/TV,,Why do Zach and Cody get to live the Suite life in a Hotel or on a Cruise Ship?,Mom is a lounge singer,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1643,,Film/TV,,Name one of Barney Stinson's many catchphrases from How I Met Your Mother,"Suit Up, Legendary, Wait for it, Have you Met Ted?, I Have Only One Rule",Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1644,,Film/TV,,Stringer Bell and Avon Barksdale are two entrenpreneurs from what HBO Series?,The Wire,April 14 26,21,Not Found,April 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1645,,Film/TV,,Better Call Saul's Saul Goodman was originally a con man with what name/nickname?,Slippin' Jimmy McGill,April 14 26,21,Not Found,April 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1646,,Film/TV,,"Is Downton Abbey's owner a Count, Earl, Duke, or Baron?",Earl,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1647,,Film/TV,,Who is the showrunner of The Girlie Show on 30 Rock?,Elizabeth 'Liz' Lemon,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1648,,Film/TV,,What extreme drinking game does the Gang invent on It's Always Sunny in Philadelphia?,CharDee MacDennis,April 14 26,21,Not Found,April 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1649,,Film/TV,,"According to Phineas and Ferb, how many days long is summer vacation?",104 Days,April 14 26,21,Not Found,April 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1650,,Film/TV,,How does Will Byers communicate with his mom from the Upside Down in Stranger Things?,Electricity/Christmas Lights,April 14 26,21,Not Found,April 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1651,,Film/TV,,Who is the first Stark to die on screen in Game of Thrones?,Eddard 'Ned' Stark,April 14 26,21,Not Found,April 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1652,,Film/TV,,What is the name of the crack cheerleading squad helmed by Sue Sylvester in Glee?,The Cheerios,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1653,,Film/TV,,Where is the Good Place?,The Bad Place / Hell,April 14 26,21,Not Found,April 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1654,,Film/TV,,"Which has aired more episodes, NCIS or Law & Order SVU?",SVU,April 14 26,21,Not Found,April 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1655,,Film/TV,,What iconic chain restaurant hosts the 8th Dundies award ceremony in The Office?,Chili's,April 14 26,21,Not Found,April 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1656,,Film/TV,,What is the mascot of Greendale Community College from NBC's Community?,Human / Human Being,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1657,,Film/TV,,What is the name of the magic flying bison that Aang and the Gaang ride on in Avatar: The Last Airbender?,Appa,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1658,,Film/TV,,The members of Brooklyn 99 stage a competitive heist each year on what day?,Halloween (Oct 31),April 14 26,21,Not Found,April 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1659,,Film/TV,,"Finish this phrase from Friday Night Lights, ""Clear Eyes, Full Hearts, __________________""",Can't Lose,April 14 26,21,Not Found,April 14 26,,,,,,,,,,,,,,,,,,,,,,
Q1660,,Film/TV,0,"What sports documentary series on ESPN featured episodes on The U, Reggie Miller, and OJ Simpson?",30 for 30,June 2 26,14,Not Found,June 2 26,,,,,,,,,,,,,,,,,,,,,,
Q1661,,Film/TV,0,What legendary film role does Bojack Horseman land in the hopes he'll revitalize his career?,Secretariat,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1662,,Film/TV,0,What is Dexter Morgan's (From Dexter) day job?,Bloodstain Pattern Analysis (CSI),Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1663,,Film/TV,0,What is the name of the sprawling suburban community that serves at the setting for Weeds?,Agrestic,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1664,,Film/TV,0,"What are the real names of the internationally famous fashion duo, Black and Tan, from the TV Show Psych?",Shawn and Gus ,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1665,,Film/TV,0,"Which show isn't set in Miami: Weeds, Burn Notice, Dexter, or Jane the Virgin",Weeds,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1666,,Film/TV,0,Where is the original CSI series set?,Las Vegas,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1667,,Film/TV,0,Who is Timmy Turner's babysitter?,Vicky,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1668,,Pride,0,"What did the landmark Supreme Court case ""Obergefell v Hodges"" guarantee in all 50 states?",Right to Same Sex Marriage,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1669,,Pride,0,"What American singer/songwriter wrote three original songs for the 2017 drama, Call Me By Your Name?",Sufjan Stevens,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1670,,Pride,0,"Who stars in 1999's But I'm a Cheerleader as a a high school cheerleader whose parents send her to conversion therapy to ""cure"" her lesbianism.",Natasha Lyonne,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1671,,Linguistics,0,What is the term for a victory that is so costly that it is equivalent to a loss?,Pyrrhic Victory,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1672,,Pride,0,Which 2023 teen comedy features two queer girls who start a secret fight club?,Bottoms,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1673,,Pride,0,"Which rock musical features the characters Mark, Angel, and Collins and is set during the AIDS crisis?",Rent,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1674,,Pride,0,What long-running musical features a drag queen named Lola who helps save a shoe factory?,Kinky Boots,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1675,,Pride,0,"Which country became the first to legalize same-sex marriage in 2001: Denmark, Germany, Sweden, or Netherlands?",Netherlands,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1676,,Pride,0,In which New York City neighborhood is the Stonewall Inn located?,Greenwich Village,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1677,,Pride,0,What San Francisco neighborhood is historically known as a major LGBTQ+ hub?,Castro,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1678,,Pride,0,What Berlin nightclub was founded as a gay disco before becoming one of the world's most famous Techno venues?,Berghain,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1679,,Pride,0,What was the first state to outlaw discrimination based on sexual orientation?,Wisconsin,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1680,,Pride,0,"True or False, High Tech Gays v DISCO was a very real and very important federal lawsuit",True,March 24 26,24,Not Found,March 24 26,,,,,,,,,,,,,,,,,,,,,,
Q1681,,Pride,0,"The earliest known references to same-sex love between women, written between 625-570 BCE, are attributed to whom?",Sappho,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1682,,Pride,0,Where does the term lesbian come from?,The island of Lesbos,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1683,,Pride,0,"True or false, At the time of the 1969 Stonewall Riots, it was illegal for men to dance with men and women to dance with women?","False, only M + M was illegal",June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1684,,Pride,0,INSERT DESCRIPTION OF BROKEBACK MOUNTAIN,Brokeback Mountain,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1685,,Pride,0,Was homosexuality fully removed from the DSM BEFORE or AFTER 1984?,After,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1686,,Pride,0,Roy and Silo were a couple of *what* in the Central Park Zoo?,Gay Penguins,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1687,,Pride,0,Which openly gay athlete won Olympic gold medals in diving in 1984 and 1988?,Greg Louganis,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1688,,Religion/Myth,0,"Only three Angels are named in Bible: Gabriel, Michael, and who?",Lucifer,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1689,,Sports/Games,0,What city does the Canadian Grand Prix take place in?,Montreal,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1690,,Virginia,0,What's the correct name for a male turkey?,Tom (Gobbler),May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1691,,Geography,0,What is the capital of Hungary ?,Budapest,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1692,,Film/TV,0,What Star Wars character is named for the Sanskrit word for Warrior?,Yoda,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1693,,World,0,What country is INTERPOL headquarters located in?,France (Lyon),May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1694,,World,0,Where did Napoleon die?,St. Helena,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1695,,Food/Drink,0,What brewing company produces Harp Lager?,Guinness,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1696,,STEM,0,How many seconds are in a day ?,86400,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1697,,World,0,What was the worlds highest manmade structure until the Chrysler Building was completed in 1930?,Eiffel Tower,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1698,,World,0,Where are the crown jewels of the United Kingdom kept?,The Tower of London,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1699,,Sports/Games,0,How many straight lines will you find on an English Football pitch? ,17 ,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1700,,STEM,0,What is the square root of one quarter?,One half,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1701,,Sports/Games,0,What color is the 2-ball in American pool?,Blue,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1702,,World,0,Who discovered the first marine route from Europe to India?,Vasco da Gama,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1703,,Biology/Zoology,0,"Which has the highest recorded speed, Sailfish, Swordfish, or Marlin?",Sailfish,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1704,,Film/TV,0,"Green , garbage-loving Oscar the Grouch fron Sesame Street was originally what color?",Orange,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1705,,Space,0,What is the fifth largest planet in our solar system?,Earth,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1706,,Sports/Games,0,Who holds the record for the Kentucky Derby?,Secretariat,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1707,,Film/TV,0,"Nominated five times, which of these Hollywood legends never won an Oscar for Best Director: Hitchcock, Coppola, Ford?",ALFRED HITCHCOCK,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1708,,Sports/Games,0,Mario first appeared in “Donkey Kong” not as a plumber but as a what?,CARPENTER,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1709,,Film/TV,0,"Which character debuted first, Donald Duck or Daffy Duck?",Donald Duck,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1710,,Pop Culture,0,"What was the magazine Billboard originally focused on: Stage Plays, Carnivals, or Musuems?",Carnivals,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1711,,Fashion,0,Which area of the museum does the iconic Met Gala raise funds for?,Costume Institute,May 5 26,18,Not Found,May 5 26,,,,,,,,,,,,,,,,,,,,,,
Q1712,,Linguistics,0,What is the term for an event just prior to a penultimate event?,Antepenultimate,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1713,,US,0,"The inscription “Pass and Stow,” appears on what US symbol?",Liberty Bell,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1714,,Food/Drink,0,What tasty candy became a movie classic when it was featured in E.T. as part of a global marketing push?,Reese's Pieces,June 2 26,14,Not Found,June 2 26,,,,,,,,,,,,,,,,,,,,,,
Q1715,,Biology/Zoology,0,"Poison ivy belongs to a diverse botanical family that also includes the cashew and what tropical fruit: Guava, Mango, or Papaya?",Mango,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1716,,World,0,"In which of these countries do motorists usually drive on the right-hand side of the street: Japan, Brazil, South Africa, or Indonesia?",Brazil,June 2 26,14,Not Found,June 2 26,,,,,,,,,,,,,,,,,,,,,,
Q1717,,Food/Drink,0,"True or False, Reese's Pieces contain chocolate.",False,March 17 26,25,Not Found,March 17 26,,,,,,,,,,,,,,,,,,,,,,
Q1718,,High Art,0,"In Cervantes, “Don Quixote” becomes delusional after doing what?",Reading too many books,June 2 26,14,Not Found,June 2 26,,,,,,,,,,,,,,,,,,,,,,
Q1719,,World,0,What tiny European country is the only one in the world in which the head of state is a grand duke?,Luxembourg,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1720,,Religion/Myth,0,"The symbol for a popular Japanese beer, the kirin closely resembles what mythical creature?",Unicorn,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1721,,Biology/Zoology,0,Do fingernails or toenails grow faster?,Fingernails,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1722,,Low Art,0,What Belgian comic book character is known for globe trotting adventures with an alcholic ship captain and a dog named Snowy?,Tintin,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1723,,STEM,0,"While about 90% of the atoms in the universe are hydrogen, the remaining 10% are mostly all what?",Helium,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1724,,World,0,"What Eastern European capital’s airport is named in honor of its famous resident, composer Frederic Chopin?",Warsaw / Poland,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1725,,Biology/Zoology,0,"Most of the world’s supply of cork comes from what kind of tree: Elm, Oak, or Ash?",Oak,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1726,,STEM,0,"Made by Corning, the hard, scratch-resistant glass found on tablets and smartphones is called what?",Gorilla Glass,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1727,,Food/Drink,0,"What beer’s label features the phrase “Anno 1366,” referring to the year it was first allegedly brewed?",Stella Artois,June 2 26,14,Not Found,June 2 26,,,,,,,,,,,,,,,,,,,,,,
Q1728,,Geography,0,"With over 20% of the world’s forests, what nation has more forestland than any other?",Russia,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1729,,Sports/Games,0,"In 1982, who became the first professional baseball player to be featured on a U.S. postal stamp?",Jackie Robinson,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1730,,Film/TV,0,"In the classic 1975 thriller “Jaws,” we see the deadly shark kill more or fewer than 3 people on screen?","More, 4",May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1731,,STEM,0,"After nitrogen and oxygen,what is the third most abundant gas in air?",Argon,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1732,,World,0,"In the boot-shaped country of Italy,what region comprises the “toe”?",Calabria,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1733,,World,0,The 1477 union of Archduke Maximilian of Austria and Mary of Burgundy allegedly started what matrimonial tradition?,Diamond Engagement Ring,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1734,,Geography,0,Most scholars agree Columbus first landed in the New World on coastline now part of what country?,Bahamas,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1735,,States,0,How many U.S. state capitals have the word “city” in their name?,4,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1736,,High Art,0,"Is the Mona Lisa more or less than 2' (24"") wide?","Less, 21"" wide",May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1737,,World,0,"Who had a longer reign, Queen Elizabeth II or Queen Victoria?",QE2,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1738,,Film/TV,0,Who is the only character mentioned by name in the famous opening crawl at the start of the 1977 movie “Star Wars”?,Princess Leia,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1739,,Geography,0,"Sitting just across a river from each other,what two cities jointly celebrate Canada Day and the Fourth of July with a huge fireworks display?",Detroit and Windsor,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1740,,US,0,"Which founding father signed both the Constitution and Declaration of Independence: George Washington, Thomas Jefferson, John Adams, or Benjamin Franklin?",Benny Franks,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1741,,Sports/Games,0,What equine event is the state sport of maryland?,Jousting,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1742,,Music,0,"Frequently heard at weddings, Johann Pachelbel’s famous canon is in what key?",D (major),May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1743,,Film/TV,0,"Which of these acclaimed filmmakers directed the video for Michael Jackson’s 1987 single “Bad”? Martin Scorsese, Steven Spielberg, Ridley Scott, or John Hughes ",The REAL Marty Supreme,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1744,,Food/Drink,0,Muenster is a semisoft cheese that is named after a city in what European country?,France ,May 12 26,17,Not Found,May 12 26,,,,,,,,,,,,,,,,,,,,,,
Q1745,,Economics,0,"On the New York Stock Exchange, what entertainment and dining chain trades under the ticker symbol ""PLAY",Dave & Busters,June 2 26,14,Not Found,June 2 26,,,,,,,,,,,,,,,,,,,,,,
Q1746,,Sports/Games,0,What upcoming F1 race is part of the triple crown of motorsport along with the Indy 500 and Le Mans? ,Monaco Grand Prix,June 2 26,14,Not Found,June 2 26,,,,,,,,,,,,,,,,,,,,,,
Q1747,,STEM,0,"What is the top level domain name (.com, .edu, etc) for the country Anguilla?",.ai,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1748,,Pride,0,What was the first Country to decriminalize homosecuality in 1933?,Denmark,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1749,,Pride,0,The world's oldest gay bar can be found in which city?,Copenhagen,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1750,,Pride,0,What landmark 1990 documentary captured the vibrant NYC ballroom scene?,Paris is Burning,June 9 26,13,Not Found,June 9 26,,,,,,,,,,,,,,,,,,,,,,
Q1751,,Pride,0,"What four words are used in RuPauls Drag Race to describe a winner, baby?","Creativity, uniqueness, nerve, and talent",6/9/2026,13,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
Q1752,,Pride,0,Which landmark Virginia court case challenged a school board policy restricting transgender students' access to restrooms matching their gender identity?,G.G. (Gavin Grimm) v. Gloucester County School Board,Not Found,Fresh,Not Found,Not Found,,,,,,,,,,,,,,,,,,,,,,
